pdf,page,reason,score,checker,side_pt,x0,y0,x1,y1
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,1,score-baixo,0.0109,0.0,50.05,80.81,70.99,119.74,121.05
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,1,score-baixo,0.0071,0.0,63.47,61.83,317.67,125.3,364.13
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,1,sem-contraste-de-casa,0.5,0.0,262.05,40.57,215.6,273.18,477.65
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,1,sem-contraste-de-casa,0.5,0.0,109.27,153.44,365.76,262.71,475.03
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,2,aspecto,0.0,0.0,55.59,152.38,295.28,207.97,306.73
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,2,aspecto,0.0,0.0,38.59,160.56,233.81,199.15,246.89
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,2,aspecto,0.0,0.0,46.43,156.96,210.59,203.4,229.56
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,2,aspecto,0.0,0.0,82.4,84.37,175.93,131.46,258.33
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,2,aspecto,0.0,0.0,133.09,149.44,174.62,210.26,307.71
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,2,aspecto,0.0,0.0,34.01,158.27,58.21,173.97,92.21
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,2,aspecto,0.0,0.0,34.01,69.98,57.88,86.66,91.89
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,2,aspecto,0.0,0.0,329.95,242.96,14.06,252.45,344.01
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,2,aspecto,0.0,0.0,337.14,44.47,8.83,250.16,345.97
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,2,aspecto,0.0,0.0,341.39,42.18,7.19,252.12,348.59
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,2,aspecto,0.0,0.0,30.41,160.56,317.19,190.97,331.25
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,2,aspecto,0.0,0.0,53.96,154.02,295.28,207.97,306.4
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,2,aspecto,0.0,0.0,38.26,160.89,233.81,199.15,246.89
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,2,aspecto,0.0,0.0,47.09,156.63,211.9,203.72,229.88
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,2,aspecto,0.0,0.0,126.22,67.69,186.06,82.4,312.29
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,2,aspecto,0.0,0.0,82.4,84.37,175.93,131.46,258.33
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,2,aspecto,0.0,0.0,133.09,149.44,174.62,210.26,307.71
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,2,aspecto,0.0,0.0,34.01,158.27,58.21,173.97,92.21
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,2,aspecto,0.0,0.0,34.01,69.98,57.88,86.66,91.89
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,2,aspecto,0.0,0.0,329.95,242.96,14.06,252.45,344.01
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,2,aspecto,0.0,0.0,337.14,44.47,8.83,250.16,345.97
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,2,aspecto,0.0,0.0,341.39,42.18,7.19,252.12,348.59
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,2,sobreposicao,0.077,0.0,76.52,149.44,146.82,225.96,210.92
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,2,score-baixo,0.0424,0.0,42.51,159.25,176.58,201.76,218.77
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,2,score-baixo,0.0101,0.0,24.2,95.81,176.58,120.01,197.84
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,2,score-baixo,0.009,0.0,34.66,97.77,57.55,125.24,92.21
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,2,score-baixo,0.0082,0.0,34.66,129.17,57.88,156.31,92.54
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,2,score-baixo,0.0063,0.0,32.05,99.41,58.86,124.26,90.91
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,2,score-baixo,0.0051,0.0,40.22,87.31,215.17,127.53,244.93
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,2,sem-contraste-de-casa,0.5,0.0,107.26,144.21,117.07,251.47,210.59
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,2,sem-contraste-de-casa,0.5,0.0,69.32,145.52,246.23,214.84,315.56
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,3,aspecto,0.0,0.0,36.96,38.27,93.55,75.23,114.81
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,3,aspecto,0.0,0.0,36.96,38.27,93.55,75.23,114.81
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,7,aspecto,0.0,0.0,94.86,175.32,189.39,270.18,204.11
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,8,aspecto,0.0,0.0,95.51,173.04,48.08,268.55,62.48
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,8,aspecto,0.0,0.0,51.35,67.06,190.37,118.41,205.75
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,26,aspecto,0.0,0.0,108.6,131.49,340.18,146.21,448.78
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,26,aspecto,0.0,0.0,52.01,214.9,189.72,266.91,204.11
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,26,aspecto,0.0,0.0,66.73,39.25,48.08,105.98,62.48
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,26,aspecto,0.0,0.0,51.35,171.4,46.78,222.75,62.15
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,26,aspecto,0.0,0.0,81.12,39.25,48.08,120.37,62.48
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,26,aspecto,0.0,0.0,51.35,171.4,46.78,222.75,62.15
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,50,aspecto,0.0,0.0,50.68,172.98,188.35,223.66,203.06
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,50,aspecto,0.0,0.0,66.05,172.65,45.78,238.71,60.49
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,50,aspecto,0.0,0.0,81.09,170.36,332.23,251.46,361.33
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,50,aspecto,0.0,0.0,50.68,172.98,188.35,223.66,203.06
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,50,score-baixo,0.0249,0.0,41.53,185.08,111.83,226.61,153.03
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,50,score-baixo,0.0248,0.0,41.86,185.08,196.52,226.93,238.38
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,50,score-baixo,0.0248,0.0,41.86,199.47,97.44,241.32,139.3
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,50,score-baixo,0.0076,0.0,37.6,236.74,100.39,269.12,137.99
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,75,aspecto,0.0,0.0,116.41,127.53,334.84,149.11,451.25
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,75,aspecto,0.0,0.0,52.32,173.63,190.96,225.95,205.35
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,75,aspecto,0.0,0.0,116.41,100.06,334.84,149.11,451.25
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,75,aspecto,0.0,0.0,52.32,173.63,190.96,225.95,205.35
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,75,sem-contraste-de-casa,0.5,0.0,116.08,32.37,335.17,134.07,451.25
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,99,aspecto,0.0,0.0,80.5,170.82,335.09,251.32,349.82
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,99,aspecto,0.0,0.0,49.09,41.89,335.09,90.97,349.82
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,99,aspecto,0.0,0.0,77.56,43.52,47.12,121.08,61.85
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,99,aspecto,0.0,0.0,80.5,170.82,335.09,251.32,349.82
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,99,aspecto,0.0,0.0,49.09,41.89,335.09,90.97,349.82
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,99,aspecto,0.0,0.0,77.56,43.52,47.12,121.08,61.85
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,99,score-baixo,0.028,0.0,42.54,154.13,129.26,196.67,171.8
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,99,score-baixo,0.0234,0.0,41.89,183.25,115.19,225.14,157.07
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,99,score-baixo,0.0141,0.0,54.98,181.29,87.05,236.27,133.51
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,124,aspecto,0.0,0.0,115.84,159.69,339.02,207.47,454.86
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,124,aspecto,0.0,0.0,52.36,38.94,339.02,91.3,353.74
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,124,aspecto,0.0,0.0,67.41,188.82,50.07,256.23,65.45
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,124,sobreposicao,0.189,0.0,116.17,175.4,339.02,275.86,455.19
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,149,aspecto,0.0,0.0,115.76,159.26,334.53,174.62,450.3
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,149,aspecto,0.0,0.0,65.4,171.35,334.53,236.76,349.25
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,149,aspecto,0.0,0.0,115.44,127.21,334.53,147.16,449.97
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,149,aspecto,0.0,0.0,67.69,55.27,334.21,122.96,348.92
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,149,aspecto,0.0,0.0,115.76,133.42,193.26,147.81,309.03
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,149,aspecto,0.0,0.0,115.76,213.21,50.69,276.0,166.45
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,149,aspecto,0.0,0.0,52.0,213.21,50.03,265.21,64.75
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,149,aspecto,0.0,0.0,115.76,159.91,50.36,207.65,166.12
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,149,aspecto,0.0,0.0,51.67,84.04,49.71,135.71,64.42
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,149,aspecto,0.0,0.0,115.76,159.26,334.53,174.95,450.3
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,149,aspecto,0.0,0.0,79.79,171.35,334.53,251.15,349.25
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,149,aspecto,0.0,0.0,115.44,127.21,334.53,147.16,449.97
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,149,score-baixo,0.1398,0.0,115.76,179.2,334.86,276.0,450.62
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,149,score-baixo,0.0972,0.0,127.53,174.3,334.86,276.0,462.4
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,149,score-baixo,0.022,0.0,41.53,82.41,115.44,123.61,156.97
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,149,sem-contraste-de-casa,0.5,0.0,116.09,31.07,334.21,132.11,450.3
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,173,aspecto,0.0,0.0,66.71,71.29,334.86,138.0,349.25
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,173,aspecto,0.0,0.0,52.98,173.32,192.94,226.29,207.33
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,173,aspecto,0.0,0.0,116.09,161.22,192.61,178.22,308.7
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,173,aspecto,0.0,0.0,67.36,70.63,191.63,138.0,206.02
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,173,aspecto,0.0,0.0,67.04,199.15,49.71,266.19,64.42
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,173,aspecto,0.0,0.0,53.63,42.18,49.38,95.81,64.09
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,173,sobreposicao,0.1856,0.0,116.09,178.88,192.94,278.94,309.03
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,173,score-baixo,0.0374,0.0,56.25,170.7,385.55,226.95,441.47
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,173,score-baixo,0.0256,0.0,42.18,214.19,399.61,256.05,441.79
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,198,aspecto,0.0,0.0,53.3,135.37,221.36,188.66,235.09
Reinfeld_1001_Sacrificios_y_Combinaciones_Brillantes_1977.pdf,247,aspecto,0.0,0.0,46.13,70.33,89.31,116.46,112.53
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,181.52,103.68,526.58,285.2,546.53
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,85.36,188.72,395.1,274.08,427.48
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,49.06,242.69,312.68,266.23,361.74
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,49.39,187.08,312.68,214.88,362.07
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,49.06,148.82,312.35,172.04,361.41
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,50.37,88.64,312.02,113.82,362.39
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,51.35,304.5,310.72,334.59,362.07
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,50.37,279.97,311.7,305.81,362.07
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,51.35,62.8,311.37,87.33,362.72
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,299.27,58.87,306.79,358.14,366.64
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,89.62,91.91,270.16,181.52,295.34
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,96.16,88.31,268.52,184.47,297.63
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,147.84,63.12,265.25,210.96,300.58
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,126.25,230.26,261.66,356.51,302.87
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,155.03,59.2,259.37,214.23,307.12
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,67.38,208.34,219.79,275.72,256.09
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,66.39,132.46,219.79,198.86,256.09
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,114.47,175.31,96.16,229.28,210.63
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,126.25,171.06,90.27,232.22,216.52
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,85.69,50.7,555.69,136.39,577.28
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,74.24,65.41,451.03,139.66,486.68
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,48.73,242.69,312.68,266.23,361.41
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,49.39,187.41,312.68,214.88,362.07
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,49.06,148.82,312.35,172.04,361.41
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,51.02,304.5,311.04,334.59,362.07
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,50.37,88.64,312.02,113.82,362.39
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,50.7,63.12,311.7,87.0,362.39
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,50.04,279.97,311.7,305.81,361.74
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,49.39,214.88,311.7,243.01,361.08
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,299.27,58.87,306.79,358.14,366.64
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,89.62,91.91,269.5,181.52,296.32
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,96.16,88.31,268.52,184.47,297.63
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,147.84,63.12,265.58,210.96,300.25
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,126.25,230.26,261.33,356.51,303.19
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,155.03,59.2,259.37,214.23,307.12
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,66.07,132.46,220.12,198.53,256.09
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,66.72,208.34,219.79,275.06,256.09
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,76.53,126.25,214.23,202.78,261.0
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,114.47,175.31,96.16,229.28,210.63
Schiller - The Big Book of Combinations (1994).pdf,1,aspecto,0.0,0.0,126.58,170.08,89.94,233.2,216.52
Schiller - The Big Book of Combinations (1994).pdf,1,area-relativa,0.0253,0.0,49.39,92.89,154.7,137.37,204.09
Schiller - The Big Book of Combinations (1994).pdf,1,area-relativa,0.0253,0.0,43.83,93.21,104.01,133.77,147.84
Schiller - The Big Book of Combinations (1994).pdf,1,area-relativa,0.0218,0.0,37.94,96.16,106.62,131.81,144.56
Schiller - The Big Book of Combinations (1994).pdf,1,area-relativa,0.0177,0.0,43.17,95.83,157.97,134.1,201.15
Schiller - The Big Book of Combinations (1994).pdf,1,area-relativa,0.0171,0.0,34.02,318.89,49.06,349.96,83.08
Schiller - The Big Book of Combinations (1994).pdf,1,area-relativa,0.0124,0.0,50.04,270.16,426.82,313.0,476.87
Schiller - The Big Book of Combinations (1994).pdf,1,area-relativa,0.0031,0.0,39.25,144.89,223.06,184.14,253.15
Schiller - The Big Book of Combinations (1994).pdf,1,area-relativa,0.0027,0.0,60.18,62.14,217.17,122.32,259.37
Schiller - The Big Book of Combinations (1994).pdf,1,area-relativa,0.0018,0.0,42.85,220.12,222.41,262.96,253.15
Schiller - The Big Book of Combinations (1994).pdf,1,area-relativa,0.0015,0.0,56.58,214.23,311.04,254.13,367.63
Schiller - The Big Book of Combinations (1994).pdf,1,area-relativa,0.0013,0.0,49.06,114.47,312.35,148.49,361.41
Schiller - The Big Book of Combinations (1994).pdf,1,area-relativa,0.0004,0.0,37.29,222.73,225.35,260.02,250.53
Schiller - The Big Book of Combinations (1994).pdf,1,area-relativa,0.0004,0.0,78.5,62.14,436.64,140.64,487.99
Schiller - The Big Book of Combinations (1994).pdf,1,area-relativa,0.0003,0.0,76.86,202.78,212.92,279.64,262.64
Schiller - The Big Book of Combinations (1994).pdf,1,area-relativa,0.0,0.0,75.88,127.23,213.9,203.11,261.33
Schiller - The Big Book of Combinations (1994).pdf,1,sobreposicao,0.1028,0.0,114.47,59.2,96.49,157.97,210.96
Schiller - The Big Book of Combinations (1994).pdf,1,score-baixo,0.0022,0.0,87.98,132.46,408.18,192.97,496.16
Schiller - The Big Book of Combinations (1994).pdf,1,score-baixo,0.0013,0.0,512.19,45.14,39.58,372.53,551.77
Schiller - The Big Book of Combinations (1994).pdf,1,sem-contraste-de-casa,0.5,0.0,124.61,55.93,90.93,161.9,215.54
Schiller - The Big Book of Combinations (1994).pdf,1,sem-contraste-de-casa,0.5,0.0,153.72,129.52,362.07,283.24,498.78
Schiller - The Big Book of Combinations (1994).pdf,1,sem-contraste-de-casa,0.5,0.0,119.38,238.43,93.54,357.81,212.92
Schiller - The Big Book of Combinations (1994).pdf,5,score-baixo,0.0015,0.0,33.36,91.26,177.94,124.62,202.14
Schiller - The Big Book of Combinations (1994).pdf,23,perdeu-para-embutido,0.5,0.0,108.92,21.59,74.25,129.86,183.17
Schiller - The Big Book of Combinations (1994).pdf,23,perdeu-para-embutido,0.5,0.0,108.59,20.61,241.39,128.87,349.99
Schiller - The Big Book of Combinations (1994).pdf,23,perdeu-para-embutido,0.5,0.0,107.94,20.28,407.56,128.22,515.5
Schiller - The Big Book of Combinations (1994).pdf,23,perdeu-para-embutido,0.5,0.0,109.25,218.82,73.92,327.09,183.17
Schiller - The Big Book of Combinations (1994).pdf,23,perdeu-para-embutido,0.5,0.0,108.92,218.17,241.07,326.44,349.99
Schiller - The Big Book of Combinations (1994).pdf,23,perdeu-para-embutido,0.5,0.0,107.94,217.84,408.21,325.78,514.84
Schiller - The Big Book of Combinations (1994).pdf,46,score-baixo,0.0005,0.0,39.25,87.33,296.67,126.58,323.17
Schiller - The Big Book of Combinations (1994).pdf,46,score-baixo,0.0003,0.0,39.58,74.9,129.53,101.07,169.11
Schiller - The Big Book of Combinations (1994).pdf,46,perdeu-para-embutido,0.5,0.0,109.25,46.77,75.23,155.7,184.48
Schiller - The Big Book of Combinations (1994).pdf,46,perdeu-para-embutido,0.5,0.0,108.92,46.12,242.37,155.04,351.3
Schiller - The Big Book of Combinations (1994).pdf,46,perdeu-para-embutido,0.5,0.0,104.34,47.1,410.5,151.44,514.52
Schiller - The Big Book of Combinations (1994).pdf,46,perdeu-para-embutido,0.5,0.0,109.58,244.66,74.9,353.59,184.48
Schiller - The Big Book of Combinations (1994).pdf,46,perdeu-para-embutido,0.5,0.0,108.92,244.01,242.37,352.93,351.3
Schiller - The Big Book of Combinations (1994).pdf,46,perdeu-para-embutido,0.5,0.0,104.67,244.99,410.5,349.66,514.84
Schiller - The Big Book of Combinations (1994).pdf,68,perdeu-para-embutido,0.5,0.0,109.25,46.45,74.9,155.7,184.15
Schiller - The Big Book of Combinations (1994).pdf,68,perdeu-para-embutido,0.5,0.0,109.25,45.79,242.05,155.04,350.97
Schiller - The Big Book of Combinations (1994).pdf,68,perdeu-para-embutido,0.5,0.0,108.92,45.14,408.86,154.06,516.48
Schiller - The Big Book of Combinations (1994).pdf,68,perdeu-para-embutido,0.5,0.0,105.0,246.3,76.54,350.97,181.54
Schiller - The Big Book of Combinations (1994).pdf,68,perdeu-para-embutido,0.5,0.0,105.32,245.65,243.68,350.32,349.01
Schiller - The Big Book of Combinations (1994).pdf,68,perdeu-para-embutido,0.5,0.0,108.92,243.03,408.54,351.95,516.48
Schiller - The Big Book of Combinations (1994).pdf,91,aspecto,0.0,0.0,50.7,35.65,437.32,86.35,463.49
Schiller - The Big Book of Combinations (1994).pdf,91,perdeu-para-embutido,0.5,0.0,104.34,23.55,77.85,126.91,182.19
Schiller - The Big Book of Combinations (1994).pdf,91,perdeu-para-embutido,0.5,0.0,108.27,20.93,242.7,128.87,350.97
Schiller - The Big Book of Combinations (1994).pdf,91,perdeu-para-embutido,0.5,0.0,107.94,20.61,408.54,128.55,516.48
Schiller - The Big Book of Combinations (1994).pdf,91,perdeu-para-embutido,0.5,0.0,104.67,220.46,76.87,324.8,181.54
Schiller - The Big Book of Combinations (1994).pdf,91,perdeu-para-embutido,0.5,0.0,108.59,218.5,242.37,326.44,350.97
Schiller - The Big Book of Combinations (1994).pdf,91,perdeu-para-embutido,0.5,0.0,108.59,217.84,408.86,326.44,516.15
Schiller - The Big Book of Combinations (1994).pdf,113,score-baixo,0.0293,0.0,50.05,227.0,444.19,277.05,493.91
Schiller - The Big Book of Combinations (1994).pdf,113,score-baixo,0.0005,0.0,38.92,234.2,129.2,273.12,155.37
Schiller - The Big Book of Combinations (1994).pdf,113,perdeu-para-embutido,0.5,0.0,108.92,21.59,74.9,129.86,183.83
Schiller - The Big Book of Combinations (1994).pdf,113,perdeu-para-embutido,0.5,0.0,108.92,219.15,74.9,327.42,183.83
Schiller - The Big Book of Combinations (1994).pdf,113,perdeu-para-embutido,0.5,0.0,108.92,218.17,241.72,327.09,350.64
Schiller - The Big Book of Combinations (1994).pdf,113,perdeu-para-embutido,0.5,0.0,108.59,217.52,407.88,326.11,516.48
Schiller - The Big Book of Combinations (1994).pdf,136,perdeu-para-embutido,0.5,0.0,108.92,44.16,74.9,153.08,183.83
Schiller - The Big Book of Combinations (1994).pdf,136,perdeu-para-embutido,0.5,0.0,109.58,42.52,241.39,151.77,350.97
Schiller - The Big Book of Combinations (1994).pdf,136,perdeu-para-embutido,0.5,0.0,109.25,40.56,408.21,149.81,516.15
Schiller - The Big Book of Combinations (1994).pdf,136,perdeu-para-embutido,0.5,0.0,109.25,238.45,409.52,347.7,517.79
Schiller - The Big Book of Combinations (1994).pdf,158,sobreposicao,0.3917,0.0,110.56,240.74,407.23,351.3,516.8
Schiller - The Big Book of Combinations (1994).pdf,158,score-baixo,0.0294,0.0,50.7,81.77,110.88,132.47,161.58
Schiller - The Big Book of Combinations (1994).pdf,158,score-baixo,0.0076,0.0,52.66,284.24,296.67,336.9,336.9
Schiller - The Big Book of Combinations (1994).pdf,158,perdeu-para-embutido,0.5,0.0,109.25,46.45,75.23,155.37,184.48
Schiller - The Big Book of Combinations (1994).pdf,158,perdeu-para-embutido,0.5,0.0,109.25,45.79,242.37,154.39,351.62
Schiller - The Big Book of Combinations (1994).pdf,158,perdeu-para-embutido,0.5,0.0,108.59,45.14,409.19,153.73,517.13
Schiller - The Big Book of Combinations (1994).pdf,158,perdeu-para-embutido,0.5,0.0,105.0,245.97,77.19,350.64,182.19
Schiller - The Big Book of Combinations (1994).pdf,158,perdeu-para-embutido,0.5,0.0,109.25,243.68,242.7,352.28,351.95
